CREATED_AT,USER_ID
2019-09-02 13:30:47.310,1672001
2018-01-31 22:06:37.912,722372
2019-10-24 13:11:26.225,1781141
2017-12-15 18:13:19.223,685878
2016-11-29 11:30:10.196,317338
2014-12-31 14:05:09.965,27608
2019-11-27 10:20:01.473,1861380
2017-12-09 08:46:57.565,676715
2020-07-12 09:16:31.160,2981328
2017-03-22 14:52:10.280,436673
2018-08-09 12:45:31.879,969918
2019-09-10 19:35:36.619,1687669
2016-07-13 16:14:08.081,238361
2018-01-31 09:54:39.112,721537
2020-05-20 08:51:53.243,2686672
2016-01-26 20:23:06.400,122420
2020-05-27 20:05:14.039,2746609
2020-07-28 10:39:29.713,3038820
2016-03-04 14:14:22.369,163620
2019-01-24 10:56:25.081,1210585
2018-03-07 21:53:26.597,806285
2020-03-18 10:13:21.808,2210648
2020-06-05 21:07:53.687,2816493
2018-11-22 06:32:41.294,1110271
2020-04-20 09:48:23.050,2408382
2018-05-14 17:48:48.504,888061
2020-03-09 18:44:44.488,2139655
2019-06-18 09:25:11.818,1538387
2019-07-28 19:48:08.192,1604784
2017-04-11 07:18:43.429,461689
2020-03-17 14:11:46.734,2189165
2018-10-03 12:57:33.921,1038843
2017-07-06 16:26:00.208,541310
2020-05-20 17:06:13.655,2691791
2019-06-12 14:16:45.071,1530281
2017-11-29 20:50:24.400,667906
2015-01-24 08:37:16.750,32841
2020-04-12 13:01:45.428,2368172
2018-09-10 09:55:42.198,1011001
2020-05-22 09:02:09.969,2705270
2020-08-10 21:24:25.494,3089831
2017-05-10 13:07:37.011,486066
2019-11-15 21:05:52.660,1830915
2017-01-28 10:44:37.860,357935
2020-04-10 21:37:58.509,2363417
2016-09-18 16:56:55.150,274102
2019-06-24 05:51:20.945,1546389
2020-03-19 18:33:05.893,2237307
2015-02-22 17:42:34.630,41418
2018-02-22 17:45:14.753,764296
2017-07-08 13:15:09.168,542421
2020-04-30 09:24:57.100,2491406
2017-08-21 17:43:10.565,582860
2019-01-25 13:37:17.877,1212743
2020-03-08 11:38:48.284,2134825
2019-08-07 08:53:31.376,1622900
2015-03-10 17:27:48.886,47144
2016-12-29 21:28:36.752,339703
2017-04-19 19:10:24.174,466707
2020-05-18 16:29:26.036,2665805
2017-10-23 07:27:48.672,637017
2020-01-29 21:44:58.084,2024176
2018-10-22 18:53:35.317,1063929
2016-05-06 14:12:43.800,194338
2018-12-17 19:21:49.409,1163506
2019-10-14 14:07:34.162,1758777
2018-12-17 12:26:38.758,1162355
2020-05-19 07:26:02.130,2674648
2019-08-31 19:47:07.301,1669200
2018-02-10 08:55:44.774,737445
2019-05-29 20:26:15.446,1509151
2018-11-02 10:46:32.081,1079357
2019-03-28 21:16:27.410,1395755
2019-06-24 16:22:35.399,1547613
2019-12-10 21:00:59.548,1909128
2019-07-30 10:46:09.456,1607861
2016-06-12 13:16:11.406,213708
2018-10-24 14:57:36.806,1066843
2017-03-17 07:44:22.678,419928
2020-04-09 12:26:03.145,2356320
2019-08-27 14:25:59.435,1660749
2019-03-26 12:09:18.989,1365467
2020-08-07 07:05:56.826,3077995
2020-04-11 21:03:32.267,2366676
2019-03-28 06:33:03.165,1386390
2017-12-01 17:08:31.812,669548
2018-04-16 19:05:26.298,854533
2019-02-23 11:03:53.253,1280557
2019-08-17 07:33:06.293,1644731
2019-03-07 22:17:41.878,1307677
2017-09-14 17:29:27.103,603865
2020-05-26 17:06:43.187,2735850
