last_email,weekend,same_day,avg_email_sent,opened_email,row_num,discount%,max_purchase_discount,last_pos_email,avg_days_between_purchases,purchase
1,0,1,6.0,0,21,0.0,0.0,19,2.5,1
1,0,1,0.5,0,3,15.0,15.0,2,0.0,1
1,1,1,0.5,1,1,15.0,15.0,0,0.0,1
1,0,0,6.368421052631579,1,140,0.0,15.0,37,8.722222222222221,1
0,0,0,69.33333333333333,1,211,0.0,0.0,113,12.5,0
1,0,1,16.0,0,85,10.0,10.0,80,16.0,1
0,0,0,0.0,0,459,15.0,0.0,460,0.0,0
1,0,1,5.45,1,129,0.0,0.0,15,15.526315789473683,1
0,0,0,0.0,0,22,0.0,0.0,23,0.0,0
0,0,0,22.0,0,23,0.0,0.0,23,0.0,1
0,0,0,31.0,1,96,15.0,10.0,10,31.5,0
0,1,0,61.0,1,124,10.0,10.0,122,3.0,1
0,0,0,0.0,1,26,0.0,0.0,27,0.0,0
0,0,0,0.0,0,14,15.0,0.0,15,0.0,0
0,0,0,0.0,0,140,0.0,0.0,141,0.0,0
0,0,0,0.0,0,186,10.0,0.0,187,0.0,0
0,0,0,77.0,0,312,0.0,0.0,98,58.66666666666666,0
0,0,0,4.0,1,10,0.0,0.0,8,9.0,1
0,0,0,91.0,1,92,0.0,0.0,92,0.0,1
0,1,0,74.66666666666667,1,227,10.0,10.0,110,176.5,1
0,0,0,0.0,0,53,15.0,0.0,54,0.0,0
0,0,0,0.0,0,107,0.0,0.0,108,0.0,0
1,0,1,5.703703703703703,1,181,0.0,0.0,4,13.846153846153848,1
0,0,0,0.0,1,129,0.0,0.0,130,0.0,0
0,0,0,0.0,0,162,15.0,0.0,163,0.0,0
0,0,0,0.0,0,30,0.0,0.0,31,0.0,0
0,0,0,74.5,1,604,0.0,10.0,1,76.14285714285714,0
0,0,0,57.75,1,940,0.0,0.0,41,36.73333333333333,1
1,0,0,6.466666666666667,0,112,0.0,15.0,39,21.714285714285715,1
0,0,0,0.0,0,16,0.0,0.0,17,0.0,0
0,0,0,81.86363636363636,0,1823,15.0,0.0,573,40.80952380952381,1
0,0,0,25.666666666666668,1,80,15.0,10.0,12,106.0,1
1,0,0,0.2,0,4,40.0,40.0,0,0.25,1
1,0,1,0.2,1,4,15.0,15.0,0,0.0,1
0,0,0,0.0,0,4,10.0,0.0,5,0.0,0
1,0,1,1.0,0,8,20.0,20.0,5,1.0,1
1,0,0,7.0,1,24,20.0,20.0,22,0.5,1
0,0,0,40.829268292682926,0,1715,10.0,15.0,870,7.775,0
0,0,0,285.0,0,572,0.0,0.0,559,1.0,0
1,0,0,21.0,1,176,10.0,15.0,169,0.7142857142857143,1
0,0,0,10.0,1,33,10.0,15.0,0,105.5,1
0,0,0,25.05,1,521,15.0,15.0,45,26.05263157894737,1
0,0,0,1.0,1,0,10.0,10.0,0,0.0,1
0,0,0,0.0,1,3,15.0,0.0,4,0.0,0
0,0,0,0.0,1,215,0.0,0.0,216,0.0,0
1,0,0,40.0,1,697,0.0,0.0,20,77.0625,1
0,0,0,0.0,1,85,15.0,0.0,86,0.0,0
0,0,0,15.0,1,16,15.0,15.0,16,0.0,1
1,0,0,17.7,1,187,15.0,15.0,42,31.33333333333333,1
0,0,0,27.07692307692308,0,365,15.0,15.0,4,41.25,0
0,0,0,0.0,1,294,15.0,0.0,295,0.0,0
0,0,0,39.23529411764706,0,684,0.0,0.0,35,23.3125,0
0,0,0,0.0,1,50,0.0,0.0,51,0.0,0
1,0,1,17.6,0,93,0.0,0.0,89,1.75,1
1,0,0,3.5,0,9,15.0,15.0,8,2.0,1
0,1,0,46.125,0,377,15.0,25.0,6,146.57142857142858,1
0,0,0,26.0,0,162,0.0,15.0,49,3.2,0
1,0,0,10.375,1,91,15.0,15.0,15,43.142857142857146,1
1,0,1,2.5,1,21,15.0,15.0,16,0.0,1
0,0,0,3.0,1,4,0.0,0.0,4,0.0,1
0,0,0,2.0,1,3,0.0,0.0,3,0.0,1
0,0,0,29.884615384615383,1,803,15.0,15.0,180,25.92,0
0,0,0,0.0,1,4,20.0,0.0,5,0.0,0
0,0,0,50.833333333333336,1,311,0.0,0.0,148,28.4,1
1,0,1,0.0,1,4,0.0,0.0,1,0.0,1
0,0,0,7.833333333333333,1,53,15.0,15.0,7,9.8,0
0,0,0,74.4,0,754,15.0,15.0,134,57.0,0
0,0,0,52.5,0,107,0.0,0.0,105,2.0,1
0,0,0,0.0,0,42,10.0,0.0,43,0.0,0
0,0,0,0.0,0,129,0.0,0.0,130,0.0,0
0,0,0,115.27272727272728,0,1279,10.0,15.0,92,44.1,0
0,0,0,102.5,0,207,10.0,15.0,125,13.0,0
0,0,0,98.5,0,398,0.0,0.0,142,24.0,0
0,0,0,36.25,0,149,10.0,15.0,7,17.333333333333332,0
0,0,0,226.0,0,227,10.0,10.0,190,0.0,0
1,0,1,0.3333333333333333,0,2,40.0,40.0,0,0.0,1
1,0,1,17.857142857142858,1,264,15.0,15.0,191,4.846153846153846,1
1,0,0,51.76470588235294,1,897,0.0,0.0,84,60.375,1
1,0,1,13.23076923076923,1,185,0.0,0.0,114,10.916666666666666,1
0,0,0,24.5,1,510,15.0,10.0,86,27.42105263157895,1
0,0,0,49.66666666666666,0,304,15.0,0.0,3,76.2,0
0,0,0,427.0,0,428,0.0,20.0,120,0.0,0
0,0,0,29.08333333333333,0,722,0.0,15.0,353,22.26086956521739,1
0,0,0,11.75,0,51,15.0,15.0,43,2.333333333333333,1
1,0,1,9.5,1,21,10.0,10.0,20,0.0,1
0,0,0,29.5,0,122,0.0,0.0,29,1.6666666666666667,0
0,0,0,0.0,0,29,0.0,0.0,30,0.0,0
0,0,0,8.5,0,38,15.0,10.0,0,37.66666666666666,1
0,0,0,0.0,0,26,0.0,0.0,27,0.0,0
0,0,0,41.0,0,462,0.0,10.0,137,86.6,1
0,0,0,0.0,0,115,0.0,0.0,116,0.0,0
0,0,0,6.0,0,28,10.0,15.0,0,33.333333333333336,0
0,0,0,36.5,0,75,0.0,15.0,6,119.0,1
0,0,0,1.0,1,0,40.0,40.0,0,0.0,1
1,0,0,37.0,0,76,0.0,0.0,75,7.0,1
0,0,0,197.0,1,198,0.0,20.0,46,0.0,0
0,0,0,23.0,0,24,0.0,0.0,3,0.0,0
0,0,0,0.0,0,56,0.0,0.0,57,0.0,0
0,0,0,86.66666666666667,0,789,0.0,0.0,148,75.25,1
1,0,1,14.6,1,156,0.0,0.0,128,16.11111111111111,1
1,0,1,36.89473684210526,1,720,15.0,15.0,114,74.27777777777777,1
0,0,0,217.5,1,874,0.0,0.0,507,21.0,0
1,0,0,6.4,1,37,0.0,0.0,33,2.25,1
0,0,0,15.0,0,16,10.0,10.0,16,0.0,1
1,0,0,17.5,0,37,15.0,15.0,36,1.0,1
0,0,0,0.0,0,50,0.0,0.0,51,0.0,0
0,0,0,0.0,0,1400,15.0,0.0,1401,0.0,0
0,0,0,51.5,1,210,10.0,15.0,183,2.6666666666666665,0
0,0,0,212.0,0,639,0.0,0.0,18,373.5,0
0,0,0,0.0,0,280,0.0,0.0,281,0.0,0
1,0,1,13.8,0,74,0.0,0.0,62,1.5,1
0,0,0,0.0,1,61,0.0,0.0,62,0.0,0
0,0,0,0.0,1,7,10.0,0.0,8,0.0,0
1,0,1,13.653846153846152,1,381,15.0,15.0,33,8.92,1
0,0,0,4.0,1,20,15.0,15.0,0,1.0,1
0,0,0,0.0,0,130,10.0,0.0,131,0.0,0
0,0,0,0.0,0,2,0.0,0.0,3,0.0,0
0,0,0,130.5,0,263,0.0,0.0,114,0.0,0
0,0,0,112.0,0,226,0.0,0.0,44,791.0,1
0,0,0,87.16666666666667,0,1587,0.0,15.0,92,57.294117647058826,0
0,0,0,243.0,0,244,0.0,20.0,14,0.0,0
0,0,0,0.0,0,153,0.0,0.0,154,0.0,0
1,0,1,36.0,0,370,15.0,15.0,5,56.55555555555556,1
1,0,0,15.191489361702128,1,761,0.0,0.0,91,9.782608695652174,1
0,0,0,6.333333333333333,0,22,0.0,0.0,18,3.5,1
1,1,1,20.5,1,86,15.0,15.0,83,3.0,1
1,1,1,20.0,1,252,15.0,15.0,24,26.363636363636363,1
0,0,0,0.0,0,11,10.0,0.0,12,0.0,0
0,0,0,39.0,0,80,15.0,20.0,66,1.0,0
1,0,0,24.83333333333333,0,310,0.0,15.0,77,39.45454545454545,1
1,0,1,54.5,1,222,15.0,15.0,128,99.0,1
1,0,1,18.5609756097561,0,802,0.0,0.0,37,10.15,1
0,0,0,0.0,0,9,10.0,0.0,10,0.0,0
0,0,0,19.33333333333333,0,244,0.0,15.0,37,38.72727272727273,0
0,0,0,0.0,1,46,15.0,0.0,47,0.0,0
0,0,0,38.91666666666666,1,479,15.0,15.0,2,85.36363636363636,1
1,0,1,18.428571428571427,0,272,0.0,0.0,2,71.15384615384616,1
0,0,0,51.125,0,417,0.0,0.0,27,56.85714285714285,0
0,0,0,0.0,0,68,15.0,0.0,69,0.0,0
0,0,0,3.0,1,8,40.0,40.0,0,11.0,1
0,1,0,1.0,1,0,10.0,10.0,0,0.0,1
0,0,0,0.0,0,79,15.0,0.0,80,0.0,0
1,0,0,27.8125,1,461,0.0,0.0,397,5.466666666666667,1
0,0,0,225.0,0,226,15.0,15.0,226,0.0,1
1,0,0,7.0,0,16,15.0,15.0,15,3.0,1
0,0,0,0.0,1,231,0.0,0.0,232,0.0,0
0,0,0,277.0,0,556,10.0,15.0,548,0.0,0
0,0,0,45.66666666666666,0,420,10.0,15.0,7,98.125,1
0,1,0,23.615384615384617,1,320,10.0,15.0,212,17.333333333333332,1
0,0,0,14.25,0,61,0.0,20.0,5,68.0,1
1,1,1,19.5,1,41,15.0,15.0,40,0.0,1
0,0,0,0.0,0,45,15.0,0.0,46,0.0,0
0,0,0,29.428571428571427,1,213,15.0,0.0,32,36.333333333333336,0
1,0,1,29.285714285714285,1,424,0.0,15.0,174,40.38461538461539,1
0,0,0,0.0,0,103,10.0,0.0,104,0.0,0
0,0,0,32.0,1,99,0.0,0.0,79,13.5,0
0,0,0,94.14285714285714,0,666,0.0,0.0,113,17.666666666666668,0
1,0,1,2.333333333333333,1,50,15.0,15.0,13,4.142857142857143,1
1,1,0,0.5,1,3,0.0,0.0,2,1.0,1
0,0,0,31.789473684210527,0,623,15.0,15.0,46,51.94444444444444,0
0,0,0,97.0,1,196,0.0,0.0,172,28.0,0
0,0,0,23.363636363636363,0,268,0.0,15.0,128,24.6,1
0,0,0,201.0,0,202,0.0,0.0,137,0.0,0
0,0,0,59.0625,1,961,0.0,0.0,41,36.73333333333333,0
1,0,1,113.28571428571428,0,800,15.0,15.0,476,131.66666666666666,1
0,0,0,0.0,0,289,15.0,0.0,290,0.0,0
0,0,0,45.625,1,1492,15.0,15.0,150,11.064516129032258,0
0,0,0,2.625,0,29,15.0,15.0,2,5.428571428571429,1
0,0,0,0.0,0,64,0.0,0.0,65,0.0,0
0,0,0,77.0,1,156,0.0,0.0,149,210.0,1
1,0,0,11.930232558139537,0,556,0.0,15.0,33,10.547619047619047,1
0,1,0,1.5714285714285714,1,18,15.0,15.0,1,4.666666666666667,1
0,0,0,11.0,1,12,0.0,0.0,12,0.0,1
0,0,0,0.0,0,13,0.0,0.0,14,0.0,0
0,0,0,100.0,0,101,15.0,15.0,59,0.0,0
0,0,0,124.0,0,500,15.0,10.0,420,17.666666666666668,0
1,0,0,25.0,0,26,10.0,10.0,25,0.0,0
0,0,0,0.0,1,6,0.0,0.0,7,0.0,0
1,0,1,11.583333333333334,1,151,0.0,0.0,18,59.63636363636363,1
0,0,0,130.0,0,393,0.0,0.0,175,108.5,1
1,0,0,2.333333333333333,0,10,0.0,0.0,8,3.5,1
1,0,1,2.6666666666666665,1,11,15.0,15.0,0,1.0,1
1,0,1,4.333333333333333,1,64,10.0,10.0,3,11.363636363636363,1
0,0,0,0.0,0,124,15.0,0.0,125,0.0,0
0,0,0,43.266666666666666,1,1328,15.0,15.0,150,11.724137931034482,0
1,1,0,11.333333333333334,1,111,15.0,15.0,70,17.125,1
0,0,0,0.0,0,80,10.0,0.0,81,0.0,0
0,0,0,599.0,0,600,10.0,20.0,14,0.0,0
1,0,0,44.0,0,90,0.0,0.0,89,2.0,1
1,1,0,60.0,0,793,15.0,15.0,509,30.166666666666668,1
0,0,0,0.0,0,80,0.0,0.0,81,0.0,0
1,0,1,94.5,0,191,15.0,15.0,190,0.0,1
0,0,0,0.0,0,41,0.0,0.0,42,0.0,0
1,1,0,3.0,0,8,0.0,20.0,7,47.0,1
0,0,0,79.0,1,80,0.0,0.0,80,0.0,1
1,0,1,57.16666666666666,0,349,15.0,15.0,344,1.6,1
0,0,0,0.0,1,23,0.0,0.0,24,0.0,0
0,0,0,59.5,1,121,15.0,0.0,30,0.0,0
0,0,0,6.0,0,7,0.0,0.0,7,0.0,1
0,0,0,0.0,0,17,10.0,0.0,18,0.0,0
0,0,0,19.8,0,104,15.0,15.0,44,1.25,0
0,0,0,6.0,0,7,10.0,10.0,7,0.0,1
1,0,0,3.458333333333333,1,107,15.0,15.0,16,5.086956521739131,1
0,0,0,17.181818181818183,0,600,0.0,15.0,2,17.15625,1
0,0,0,0.0,0,8,0.0,0.0,9,0.0,0
0,0,0,46.1,0,471,0.0,10.0,35,7.333333333333333,0
1,1,1,45.59183673469388,1,2283,15.0,15.0,102,26.791666666666668,1
0,0,0,1.0,1,0,0.0,0.0,0,0.0,1
0,0,0,0.0,1,29,10.0,0.0,30,0.0,0
0,0,0,7.166666666666667,1,49,0.0,0.0,0,32.4,1
0,0,0,17.25,0,73,0.0,0.0,12,30.33333333333333,1
1,0,1,23.25,1,194,15.0,15.0,113,45.285714285714285,1
0,0,0,174.25,0,701,15.0,15.0,602,0.0,0
0,0,0,0.0,0,61,0.0,0.0,62,0.0,0
0,0,0,59.9375,0,975,15.0,20.0,144,92.8,0
0,0,0,85.0,0,86,0.0,0.0,86,0.0,1
0,0,0,43.0,0,44,10.0,10.0,44,0.0,1
0,0,0,35.0,1,36,20.0,20.0,36,0.0,1
1,0,1,96.33333333333331,1,292,20.0,20.0,290,0.0,1
0,0,1,30.07692307692308,0,404,10.0,10.0,102,30.916666666666668,1
0,0,0,0.0,0,91,0.0,0.0,92,0.0,0
0,0,0,73.5,1,149,0.0,0.0,141,0.0,0
0,0,1,0.0,0,3,40.0,40.0,0,0.0,1
0,0,0,11.166666666666666,1,146,15.0,15.0,1,24.727272727272727,1
0,0,0,744.0,0,2235,0.0,10.0,2060,2.0,0
1,0,1,35.285714285714285,1,254,15.0,15.0,71,67.0,1
1,0,1,23.27272727272728,1,267,15.0,0.0,14,46.2,1
1,0,1,18.2,1,96,0.0,0.0,41,31.0,1
0,0,0,92.0,1,93,0.0,0.0,93,0.0,1
1,0,0,51.0,1,728,15.0,15.0,14,52.84615384615385,1
1,0,1,20.774193548387096,0,675,15.0,15.0,102,24.266666666666666,1
1,0,1,48.23076923076923,1,640,15.0,15.0,180,40.083333333333336,1
1,0,0,1.0,1,14,0.0,0.0,0,9.666666666666666,1
1,0,0,8.2,1,46,0.0,0.0,5,85.0,1
1,0,1,10.454545454545457,0,126,15.0,15.0,86,10.4,1
0,0,0,0.0,1,56,0.0,0.0,57,0.0,0
0,0,0,0.0,0,33,0.0,0.0,34,0.0,0
1,0,1,17.16,0,454,0.0,0.0,14,39.375,1
0,0,0,176.0,0,177,10.0,10.0,177,0.0,1
0,0,0,143.57142857142858,0,1012,0.0,0.0,370,35.666666666666664,0
0,0,0,24.285714285714285,1,177,0.0,0.0,42,23.666666666666668,1
0,0,0,67.47368421052632,1,1301,15.0,0.0,60,40.77777777777778,0
0,0,0,57.0,0,58,10.0,15.0,0,0.0,0
1,0,0,5.5,1,26,20.0,20.0,22,1.3333333333333333,1
0,0,0,10.5,1,46,0.0,10.0,8,88.66666666666667,1
0,0,0,43.0,0,132,15.0,15.0,128,116.5,1
0,0,0,65.25,0,265,15.0,15.0,27,170.33333333333334,0
0,0,0,61.25,0,996,15.0,20.0,144,92.8,0
1,0,1,5.0,0,18,0.0,0.0,3,37.0,1
0,0,0,60.333333333333336,1,184,20.0,0.0,92,0.0,0
0,0,0,15.142857142857142,0,226,0.0,15.0,126,10.615384615384617,0
0,0,0,4.333333333333333,0,16,0.0,0.0,12,2.5,1
1,0,1,0.5,0,1,40.0,40.0,0,0.0,1
0,0,0,0.0,0,169,0.0,0.0,170,0.0,0
0,0,0,0.0,0,0,10.0,0.0,1,0.0,0
0,0,0,40.0,1,41,10.0,10.0,41,0.0,1
1,0,1,27.857142857142858,1,404,15.0,15.0,66,81.53846153846153,1
0,0,0,15.5,0,33,15.0,20.0,4,1.0,0
1,0,1,4.166666666666667,1,31,20.0,0.0,17,7.4,1
0,0,0,0.0,0,481,0.0,0.0,482,0.0,0
0,0,0,0.0,0,43,0.0,0.0,44,0.0,0
1,0,1,12.5,1,108,40.0,15.0,92,11.857142857142858,1
0,0,0,170.0,0,171,15.0,15.0,171,0.0,1
0,0,0,0.0,0,431,15.0,0.0,432,0.0,0
1,0,0,42.0,1,301,10.0,10.0,123,119.83333333333331,1
0,0,0,0.0,0,252,15.0,0.0,253,0.0,0
0,0,0,116.125,1,937,15.0,0.0,444,69.0,0
1,0,1,4.739130434782608,1,132,0.0,0.0,15,13.409090909090908,1
0,0,0,304.0,0,305,0.0,0.0,305,0.0,1
0,0,0,0.0,0,253,15.0,0.0,254,0.0,0
1,0,1,14.0,1,60,0.0,0.0,57,2.6666666666666665,1
0,0,0,78.0,0,158,15.0,0.0,105,2.0,0
0,0,0,18.666666666666668,1,177,15.0,15.0,96,11.25,1
0,0,0,85.66666666666667,0,1560,15.0,15.0,870,15.117647058823527,0
1,0,1,8.7,1,97,15.0,15.0,88,1.0,1
0,0,0,0.0,0,212,10.0,0.0,213,0.0,0
1,0,1,9.333333333333334,1,31,15.0,15.0,29,0.0,1
0,0,0,0.0,0,222,0.0,0.0,223,0.0,0
0,0,0,0.0,0,258,15.0,0.0,259,0.0,0
0,0,0,2.0,0,9,0.0,15.0,0,0.0,0
1,0,1,45.285714285714285,0,648,15.0,0.0,32,62.0,1
1,0,0,0.0,1,2,0.0,0.0,1,6.0,1
0,0,0,0.0,0,5,40.0,0.0,6,0.0,0
1,0,1,43.375,0,710,15.0,15.0,345,13.0,1
0,0,0,0.0,0,118,0.0,0.0,119,0.0,0
0,0,0,0.0,0,282,15.0,0.0,283,0.0,0
0,0,0,13.0,0,14,10.0,10.0,14,0.0,1
0,0,0,30.46153846153846,0,409,0.0,0.0,347,6.333333333333333,1
0,0,0,0.0,1,1,0.0,0.0,1,0.0,1
0,0,0,23.2,1,242,0.0,0.0,18,38.22222222222222,1
1,0,0,2.6666666666666665,1,11,15.0,15.0,9,1.0,1
0,0,0,43.9,0,449,0.0,10.0,97,27.22222222222222,0
0,0,0,0.0,0,59,10.0,0.0,60,0.0,0
0,0,0,29.0,0,30,10.0,10.0,30,0.0,1
1,0,1,1.0,1,8,0.0,0.0,5,1.6666666666666667,1
1,0,0,16.666666666666668,0,53,0.0,0.0,51,3.0,1
1,0,0,30.761904761904763,0,667,15.0,0.0,337,22.75,1
1,0,1,2.583333333333333,1,43,0.0,0.0,8,7.181818181818182,1
0,0,0,105.0,0,848,0.0,0.0,75,57.71428571428572,0
0,0,0,113.25,1,457,15.0,15.0,253,64.66666666666667,1
0,0,0,56.8,0,289,15.0,20.0,136,0.25,0
0,1,0,12.25,0,106,0.0,20.0,73,11.428571428571429,1
0,0,0,0.0,0,0,0.0,0.0,1,0.0,0
1,0,1,5.2,1,62,0.0,10.0,3,13.444444444444445,1
0,0,0,179.2,1,901,20.0,15.0,444,90.75,0
0,0,0,122.4,0,617,0.0,0.0,543,11.5,0
0,0,0,137.0,0,138,15.0,25.0,81,0.0,0
0,0,0,0.0,0,21,15.0,0.0,22,0.0,0
1,0,0,23.863636363636363,1,547,15.0,15.0,250,11.80952380952381,0
1,0,0,0.5,1,6,40.0,40.0,3,10.333333333333334,1
0,0,0,83.33333333333333,0,253,10.0,10.0,212,1.0,0
0,0,0,0.0,0,32,10.0,0.0,33,0.0,0
0,0,0,0.0,0,68,10.0,0.0,69,0.0,0
0,0,0,14.6,0,78,0.0,0.0,6,29.5,0
0,0,0,132.5,0,267,0.0,0.0,176,0.0,0
0,0,0,2.0,0,3,0.0,0.0,3,0.0,1
0,1,0,81.0,0,328,0.0,0.0,165,57.66666666666666,1
0,0,0,557.0,1,558,0.0,0.0,444,0.0,0
0,0,0,12.0,1,13,0.0,15.0,0,0.0,0
0,0,0,109.85714285714286,0,776,0.0,0.0,667,7.833333333333333,0
0,0,0,0.0,1,14,15.0,0.0,15,0.0,0
0,0,0,119.75,0,483,0.0,0.0,37,46.333333333333336,0
0,0,0,104.0,0,105,15.0,15.0,105,0.0,1
1,0,1,0.75,1,7,15.0,15.0,4,0.0,1
0,0,0,89.58064516129032,0,2808,0.0,0.0,2060,19.966666666666665,1
0,0,0,79.125,1,641,15.0,10.0,84,80.42857142857143,0
0,0,0,0.0,1,55,0.0,0.0,56,0.0,0
0,0,0,30.0,1,217,15.0,15.0,18,48.333333333333336,0
1,0,0,48.2,0,492,0.0,10.0,193,78.55555555555556,1
0,0,0,33.0,0,34,0.0,0.0,34,0.0,1
1,1,0,5.5,0,13,10.0,10.0,12,3.0,1
1,0,0,78.76470588235294,1,1356,15.0,15.0,641,36.0,0
0,0,0,70.25,1,570,10.0,0.0,20,68.0,0
0,0,0,84.66666666666667,0,257,10.0,15.0,155,1.0,0
0,0,0,11.75,0,51,15.0,15.0,44,1.6666666666666667,1
0,0,0,0.0,1,4,0.0,0.0,5,0.0,0
1,0,0,0.0,1,3,40.0,40.0,1,6.5,1
1,1,1,109.2,0,551,15.0,15.0,546,0.5,1
0,0,0,25.24561403508772,0,1496,10.0,15.0,551,10.482142857142858,0
0,0,0,66.5,1,810,15.0,15.0,32,125.1818181818182,1
0,0,0,0.0,0,40,0.0,0.0,41,0.0,0
1,0,1,25.08333333333333,1,626,15.0,15.0,385,24.869565217391305,1
0,0,0,14.333333333333334,0,92,0.0,0.0,72,1.6,1
0,0,0,0.0,0,29,10.0,0.0,30,0.0,0
1,0,1,11.375,1,99,20.0,20.0,28,98.57142857142856,1
0,0,0,34.0,1,35,15.0,15.0,2,0.0,0
1,1,1,33.5,1,207,20.0,20.0,194,4.6,1
0,0,1,12.5,0,27,0.0,0.0,23,0.0,1
0,0,0,61.833333333333336,0,1131,0.0,0.0,35,25.94117647058824,0
0,1,0,1.0,0,0,20.0,20.0,0,0.0,1
0,0,0,21.58333333333333,0,271,10.0,15.0,136,7.090909090909091,0
0,0,0,0.0,0,181,0.0,0.0,182,0.0,0
0,0,0,9.0,0,30,0.0,0.0,23,1.0,1
0,0,0,70.0,0,71,0.0,0.0,71,0.0,1
1,0,1,19.789473684210527,1,395,15.0,15.0,71,45.833333333333336,1
1,0,0,46.0,0,94,0.0,0.0,93,2.0,1
0,0,0,73.0,0,74,15.0,15.0,59,0.0,0
1,0,0,88.11111111111111,0,1604,15.0,0.0,573,32.05882352941177,0
1,0,1,0.5,1,1,15.0,15.0,0,0.0,1
0,0,0,0.0,0,228,0.0,0.0,229,0.0,0
1,0,1,10.0,1,33,15.0,15.0,28,1.0,1
1,0,0,12.75,0,110,0.0,15.0,83,23.714285714285715,1
0,0,0,0.0,0,14,0.0,0.0,15,0.0,0
1,0,0,4.5,1,11,20.0,20.0,10,3.0,1
0,0,0,39.5,0,162,15.0,15.0,157,1.6666666666666667,1
1,0,0,12.0,1,104,0.0,0.0,50,132.42857142857142,1
1,0,0,8.5,1,38,15.0,15.0,35,1.0,1
0,0,0,65.0,0,132,10.0,10.0,70,0.0,0
0,0,0,0.0,0,4,0.0,0.0,5,0.0,0
1,0,1,0.0,0,5,0.0,15.0,0,43.75,1
0,0,0,0.0,0,306,0.0,0.0,307,0.0,0
1,0,0,0.5,1,1,0.0,0.0,0,4.0,1
0,0,0,0.0,1,250,0.0,0.0,251,0.0,0
0,0,0,164.0,0,495,15.0,10.0,467,2.5,0
0,0,0,0.0,1,10,20.0,0.0,11,0.0,0
0,0,0,0.0,0,53,15.0,0.0,54,0.0,0
1,0,1,22.39130434782609,0,538,15.0,15.0,77,14.045454545454543,1
1,0,1,0.25,1,3,40.0,40.0,0,0.0,1
0,0,0,0.0,1,269,0.0,0.0,270,0.0,0
0,0,0,0.0,0,104,0.0,0.0,105,0.0,0
0,0,0,0.0,0,201,15.0,0.0,202,0.0,0
0,0,0,100.9,0,1019,0.0,0.0,102,46.11111111111112,0
0,0,0,0.0,0,38,0.0,0.0,39,0.0,0
0,1,0,95.0,0,96,0.0,0.0,96,0.0,1
1,0,1,1.8461538461538465,1,37,15.0,15.0,24,0.6666666666666666,1
0,0,0,0.0,0,286,0.0,0.0,287,0.0,0
0,0,0,0.0,0,141,15.0,0.0,142,0.0,0
1,0,0,16.615384615384617,1,229,15.0,15.0,168,4.0,1
0,0,0,61.11111111111112,0,1118,0.0,0.0,35,25.94117647058824,0
0,0,0,1.0,1,0,10.0,10.0,0,0.0,1
1,0,0,26.94117647058824,1,475,15.0,15.0,105,76.5,0
1,0,0,43.96296296296296,1,1214,15.0,20.0,120,42.53846153846154,1
0,0,0,7.0,1,48,0.0,0.0,24,13.4,1
0,0,0,0.0,0,17,0.0,0.0,18,0.0,0
1,0,0,0.5,1,1,15.0,15.0,0,1.0,1
1,0,0,9.428571428571429,1,73,0.0,0.0,13,21.33333333333333,1
0,1,0,145.2,0,731,10.0,15.0,602,23.5,1
1,0,0,5.833333333333333,1,41,0.0,0.0,1,29.8,1
1,0,0,3.0,1,8,10.0,10.0,7,3.0,1
0,0,0,57.3,0,583,15.0,15.0,155,32.888888888888886,0
0,0,0,0.0,0,74,0.0,0.0,75,0.0,0
1,0,1,20.97222222222222,0,791,15.0,15.0,337,21.31428571428572,1
1,0,1,22.615384615384617,1,307,15.0,15.0,32,44.16666666666666,1
1,0,1,24.91304347826087,0,596,15.0,15.0,320,22.63636363636364,1
0,0,0,0.0,0,57,15.0,0.0,58,0.0,0
1,0,0,7.5,0,34,0.0,0.0,31,2.333333333333333,1
1,0,1,6.176470588235294,0,122,0.0,0.0,32,23.3125,1
1,0,0,20.53846153846154,0,560,15.0,15.0,270,14.84,1
0,0,0,1.0,1,0,20.0,20.0,0,0.0,1
0,0,0,78.6470588235294,0,1354,15.0,10.0,179,44.0,0
1,0,0,26.4,0,137,15.0,10.0,67,24.25,1
0,0,0,0.0,1,21,10.0,0.0,22,0.0,0
1,0,0,24.875,0,621,10.0,15.0,420,22.347826086956523,1
0,1,0,175.5,1,353,0.0,0.0,318,19.0,1
1,1,1,117.5,0,237,15.0,15.0,236,0.0,1
0,0,0,16.333333333333332,0,104,10.0,15.0,3,58.6,1
1,0,1,30.666666666666668,0,475,15.0,15.0,13,12.857142857142858,1
1,0,0,3.473684210526316,0,85,0.0,15.0,43,8.166666666666666,1
0,0,0,4.0,1,25,15.0,15.0,19,0.75,1
0,1,0,26.7,0,277,10.0,15.0,183,15.22222222222222,1
0,0,0,170.0,0,342,10.0,0.0,1,239.0,0
0,0,0,38.0,0,78,15.0,20.0,66,36.0,1
1,0,0,2.0,1,6,0.0,0.0,5,2.0,1
0,0,0,0.0,0,28,15.0,0.0,29,0.0,0
0,0,0,0.0,0,142,0.0,0.0,143,0.0,0
1,0,0,3.363636363636364,0,48,0.0,0.0,4,8.6,1
0,0,0,1.0,0,0,15.0,15.0,0,0.0,1
1,0,0,9.0,1,20,15.0,15.0,19,3.0,1
0,0,0,59.0,1,60,25.0,25.0,60,0.0,1
0,0,0,64.66666666666667,1,197,0.0,0.0,141,15.5,0
1,0,1,34.42857142857143,1,496,0.0,0.0,193,54.84615384615385,1
