,users,users_received_1,campaign_type_1,opened_1,camp_volume_1,users_received_8,campaign_type_8,opened_8,camp_volume_8,users_received_16,campaign_type_16,opened_16,camp_volume_16,disc1_pre_3days,disc1_pre_6day,disc1_pre_14dat,disc2_pre_4days,disc2_pre_7day,disc2_pre_14day,disc3_pre_1day,disc4_pre_2day,disc5_pre_1day,disc5_pre_13day,products_pre_3days,products_pre_7day,products_pre_14day,new_users_pre_3days,new_users_pre_7day,new_users_pre_14day,volume_pre_3days,volume_pre_7day,volume_pre_14day,full_revenue_pre_3days,full_revenue_pre_7day,full_revenue_pre_14day,year,month
1197,10.0,872.0,10.0,189.0,872.0,191.0,13.0,12.0,201.0,1417.0,10.0,269.0,1419.0,7.0,0.0,4.0,15.0,6.0,6.0,2.0,0.0,0.0,0.0,23.0,6.0,6.0,11.0,4.0,1.0,31.0,11.0,11.0,94800.0,40200.0,32700.0,2018,10
1198,6.0,1327.0,5.0,244.0,1327.0,1419.0,4.0,231.0,1420.0,35.0,14.0,12.0,35.0,7.0,1.0,2.0,26.0,2.0,7.0,0.0,0.0,0.0,0.0,23.0,5.0,9.0,9.0,5.0,3.0,36.0,9.0,11.0,113595.0,33700.0,42800.0,2018,10
1199,6.0,89.0,2.0,31.0,89.0,91.0,4.0,30.0,91.0,1036.0,4.0,210.0,1037.0,12.0,1.0,1.0,23.0,4.0,2.0,1.0,1.0,0.0,0.0,24.0,4.0,2.0,11.0,1.0,0.0,36.0,5.0,3.0,116695.0,12800.0,10100.0,2018,10
1200,7.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,169.0,4.0,1.0,170.0,14.0,3.0,3.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,5.0,7.0,1.0,0.0,33.0,2.0,5.0,108895.0,6000.0,13800.0,2018,10
1201,4.0,7.0,5.0,4.0,7.0,23.0,10.0,9.0,23.0,1.0,1.0,0.0,1.0,15.0,2.0,1.0,20.0,6.0,8.0,0.0,1.0,1.0,0.0,19.0,9.0,8.0,7.0,4.0,5.0,26.0,11.0,12.0,77000.0,36400.0,35900.0,2018,10
1202,5.0,5.0,3.0,3.0,5.0,186.0,10.0,13.0,194.0,18.0,8.0,6.0,18.0,11.0,2.0,9.0,9.0,3.0,4.0,3.0,0.0,0.0,0.0,20.0,5.0,8.0,5.0,3.0,3.0,22.0,11.0,14.0,67000.0,29200.0,56100.0,2018,10
1203,8.0,1437.0,4.0,295.0,1438.0,1445.0,5.0,287.0,1446.0,792.0,8.0,127.0,792.0,9.0,3.0,1.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,22.0,9.0,2.0,8.0,4.0,0.0,24.0,9.0,2.0,73800.0,29200.0,6900.0,2018,10
1204,5.0,904.0,14.0,131.0,956.0,872.0,10.0,189.0,872.0,1424.0,6.0,259.0,1426.0,7.0,7.0,2.0,18.0,12.0,6.0,4.0,0.0,0.0,1.0,26.0,9.0,6.0,10.0,2.0,4.0,29.0,16.0,11.0,97800.0,55195.0,40200.0,2018,11
1205,6.0,1435.0,9.0,259.0,1435.0,1327.0,5.0,244.0,1327.0,191.0,13.0,12.0,201.0,7.0,4.0,0.0,19.0,3.0,2.0,3.0,0.0,0.0,0.0,26.0,6.0,5.0,11.0,5.0,5.0,33.0,11.0,9.0,115100.0,32300.0,33700.0,2018,11
1206,4.0,107.0,5.0,38.0,108.0,89.0,2.0,31.0,89.0,1419.0,4.0,231.0,1420.0,6.0,4.0,1.0,23.0,1.0,4.0,3.0,0.0,0.0,0.0,25.0,5.0,4.0,10.0,0.0,1.0,34.0,6.0,5.0,112000.0,21400.0,12800.0,2018,11
1207,6.0,5.0,3.0,1.0,5.0,2.0,2.0,0.0,2.0,91.0,4.0,30.0,91.0,6.0,3.0,1.0,20.0,4.0,1.0,1.0,0.0,0.0,0.0,18.0,8.0,2.0,6.0,2.0,1.0,25.0,9.0,2.0,79900.0,23300.0,6000.0,2018,11
1208,7.0,33.0,8.0,9.0,33.0,7.0,5.0,4.0,7.0,2.0,2.0,0.0,2.0,5.0,2.0,3.0,18.0,1.0,6.0,2.0,0.0,0.0,0.0,20.0,7.0,9.0,5.0,3.0,4.0,24.0,7.0,11.0,75500.0,22300.0,36400.0,2018,11
1209,7.0,1415.0,7.0,283.0,1415.0,5.0,3.0,3.0,5.0,23.0,10.0,9.0,23.0,7.0,2.0,2.0,19.0,5.0,3.0,1.0,0.0,0.0,0.0,20.0,7.0,5.0,6.0,3.0,3.0,25.0,8.0,11.0,81000.0,28200.0,29200.0,2018,11
1210,7.0,831.0,5.0,115.0,831.0,1437.0,4.0,295.0,1438.0,186.0,10.0,13.0,194.0,7.0,3.0,2.0,19.0,8.0,5.0,7.0,0.0,0.0,0.0,26.0,12.0,9.0,12.0,4.0,4.0,34.0,14.0,9.0,114500.0,47300.0,29200.0,2018,11
1211,5.0,185.0,14.0,7.0,187.0,904.0,14.0,131.0,956.0,1445.0,5.0,287.0,1446.0,8.0,1.0,3.0,24.0,5.0,12.0,2.0,0.0,0.0,0.0,28.0,7.0,9.0,13.0,4.0,2.0,36.0,11.0,16.0,119600.0,39600.0,55195.0,2018,11
1212,4.0,1444.0,4.0,284.0,1444.0,1435.0,9.0,259.0,1435.0,872.0,10.0,189.0,872.0,8.0,2.0,7.0,22.0,5.0,3.0,0.0,0.0,0.0,0.0,27.0,6.0,6.0,12.0,2.0,5.0,33.0,9.0,11.0,110700.0,25100.0,32300.0,2018,11
1213,6.0,6.0,5.0,3.0,6.0,107.0,5.0,38.0,108.0,1327.0,5.0,244.0,1327.0,12.0,2.0,4.0,17.0,2.0,1.0,1.0,0.0,0.0,1.0,24.0,5.0,5.0,10.0,0.0,0.0,28.0,5.0,6.0,87300.0,15200.0,21400.0,2018,11
1214,6.0,5.0,3.0,4.0,5.0,5.0,3.0,1.0,5.0,89.0,2.0,31.0,89.0,11.0,3.0,4.0,18.0,6.0,4.0,1.0,1.0,0.0,0.0,20.0,9.0,8.0,8.0,3.0,2.0,25.0,10.0,9.0,75300.0,35200.0,23300.0,2018,11
1215,10.0,19.0,8.0,8.0,19.0,33.0,8.0,9.0,33.0,2.0,2.0,0.0,2.0,10.0,2.0,3.0,16.0,6.0,1.0,2.0,0.0,0.0,0.0,22.0,6.0,7.0,8.0,3.0,3.0,27.0,10.0,7.0,80000.0,30600.0,22300.0,2018,11
1216,6.0,827.0,14.0,142.0,854.0,1415.0,7.0,283.0,1415.0,7.0,5.0,4.0,7.0,8.0,3.0,2.0,20.0,5.0,5.0,5.0,0.0,0.0,0.0,24.0,11.0,7.0,9.0,6.0,3.0,35.0,14.0,8.0,109300.0,48700.0,28200.0,2018,11
1217,5.0,1441.0,5.0,272.0,1443.0,831.0,5.0,115.0,831.0,5.0,3.0,3.0,5.0,10.0,3.0,2.0,24.0,7.0,8.0,0.0,0.0,0.0,0.0,24.0,11.0,12.0,10.0,4.0,4.0,35.0,12.0,14.0,116300.0,40300.0,47300.0,2018,11
1218,8.0,924.0,13.0,146.0,974.0,185.0,14.0,7.0,187.0,1437.0,4.0,295.0,1438.0,10.0,6.0,3.0,23.0,4.0,5.0,1.0,0.0,0.0,0.0,24.0,5.0,7.0,11.0,2.0,4.0,34.0,7.0,11.0,115100.0,21700.0,39600.0,2018,11
1219,3.0,1442.0,11.0,223.0,1445.0,1444.0,4.0,284.0,1444.0,904.0,14.0,131.0,956.0,8.0,2.0,1.0,24.0,1.0,5.0,2.0,0.0,0.0,0.0,21.0,8.0,6.0,7.0,4.0,2.0,27.0,9.0,9.0,97300.0,25300.0,25100.0,2018,11
1220,2.0,5.0,3.0,2.0,5.0,6.0,5.0,3.0,6.0,1435.0,9.0,259.0,1435.0,5.0,2.0,2.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,7.0,5.0,4.0,2.0,0.0,21.0,9.0,5.0,71000.0,28300.0,15200.0,2018,11
1221,8.0,7.0,3.0,4.0,7.0,5.0,3.0,4.0,5.0,107.0,5.0,38.0,108.0,3.0,4.0,2.0,15.0,5.0,6.0,1.0,0.0,0.0,0.0,13.0,7.0,9.0,1.0,2.0,3.0,16.0,9.0,10.0,58600.0,26400.0,35200.0,2018,11
1222,8.0,34.0,9.0,11.0,34.0,19.0,8.0,8.0,19.0,5.0,3.0,1.0,5.0,7.0,4.0,3.0,14.0,8.0,6.0,1.0,0.0,0.0,0.0,13.0,10.0,6.0,2.0,5.0,3.0,17.0,17.0,10.0,55200.0,54600.0,30600.0,2018,11
1223,7.0,140.0,8.0,41.0,141.0,827.0,14.0,142.0,854.0,33.0,8.0,9.0,33.0,9.0,2.0,2.0,13.0,5.0,5.0,2.0,0.0,0.0,0.0,19.0,7.0,11.0,4.0,3.0,6.0,24.0,9.0,14.0,78500.0,35300.0,48700.0,2018,11
1224,4.0,1337.0,7.0,319.0,1339.0,1441.0,5.0,272.0,1443.0,1415.0,7.0,283.0,1415.0,13.0,2.0,3.0,19.0,5.0,7.0,2.0,0.0,0.0,0.0,28.0,7.0,11.0,9.0,3.0,4.0,35.0,8.0,12.0,113400.0,25200.0,40300.0,2018,11
1225,4.0,29.0,11.0,8.0,29.0,924.0,13.0,146.0,974.0,831.0,5.0,115.0,831.0,10.0,1.0,3.0,21.0,6.0,4.0,1.0,0.0,0.0,0.0,27.0,7.0,5.0,11.0,1.0,2.0,32.0,10.0,7.0,104300.0,36800.0,21700.0,2018,11
1226,15.0,1467.0,5.0,280.0,1467.0,1442.0,11.0,223.0,1445.0,185.0,14.0,7.0,187.0,11.0,0.0,6.0,19.0,2.0,1.0,2.0,0.0,0.0,0.0,25.0,3.0,8.0,13.0,0.0,4.0,30.0,3.0,9.0,97100.0,9000.0,25300.0,2018,11
1227,7.0,1634.0,15.0,303.0,1813.0,5.0,3.0,2.0,5.0,1444.0,4.0,284.0,1444.0,11.0,6.0,2.0,25.0,2.0,6.0,1.0,0.0,0.0,0.0,23.0,3.0,7.0,9.0,0.0,2.0,32.0,3.0,9.0,113700.0,12800.0,28300.0,2018,11
1228,8.0,19.0,4.0,7.0,20.0,7.0,3.0,4.0,7.0,6.0,5.0,3.0,6.0,11.0,3.0,2.0,24.0,4.0,5.0,0.0,0.0,0.0,0.0,24.0,7.0,7.0,6.0,2.0,2.0,35.0,11.0,9.0,141500.0,33400.0,26400.0,2018,11
1229,13.0,981.0,9.0,104.0,985.0,34.0,9.0,11.0,34.0,5.0,3.0,4.0,5.0,10.0,4.0,4.0,27.0,5.0,8.0,3.0,1.0,0.0,0.0,27.0,9.0,10.0,6.0,2.0,5.0,40.0,10.0,17.0,168700.0,32300.0,54600.0,2018,11
1230,12.0,1554.0,15.0,280.0,1842.0,140.0,8.0,41.0,141.0,19.0,8.0,8.0,19.0,8.0,3.0,4.0,40.0,8.0,5.0,4.0,0.0,0.0,0.0,28.0,12.0,7.0,11.0,5.0,3.0,45.0,14.0,9.0,178300.0,47700.0,35300.0,2018,11
1231,8.0,1113.0,13.0,225.0,1125.0,1337.0,7.0,319.0,1339.0,827.0,14.0,142.0,854.0,7.0,4.0,2.0,42.0,4.0,5.0,7.0,0.0,0.0,0.0,33.0,6.0,7.0,15.0,4.0,3.0,56.0,8.0,8.0,196500.0,24300.0,25200.0,2018,11
1232,11.0,27.0,13.0,6.0,27.0,29.0,11.0,8.0,29.0,1441.0,5.0,272.0,1443.0,7.0,4.0,2.0,44.0,2.0,6.0,4.0,0.0,0.0,0.0,32.0,7.0,7.0,13.0,4.0,1.0,59.0,8.0,10.0,197700.0,25100.0,36800.0,2018,11
1233,9.0,1433.0,9.0,243.0,1435.0,1467.0,5.0,280.0,1467.0,924.0,13.0,146.0,974.0,8.0,3.0,1.0,48.0,11.0,2.0,5.0,0.0,0.0,0.0,29.0,10.0,3.0,11.0,1.0,0.0,57.0,16.0,3.0,180300.0,64300.0,9000.0,2018,11
1234,5.0,780.0,7.0,132.0,780.0,1634.0,15.0,303.0,1813.0,1442.0,11.0,223.0,1445.0,11.0,3.0,0.0,40.0,7.0,2.0,1.0,0.0,0.0,0.0,25.0,7.0,3.0,9.0,1.0,0.0,48.0,11.0,3.0,155800.0,52100.0,12800.0,2018,12
1235,5.0,8.0,4.0,2.0,8.0,19.0,4.0,7.0,20.0,5.0,3.0,2.0,5.0,10.0,2.0,6.0,32.0,7.0,4.0,4.0,0.0,0.0,0.0,22.0,10.0,7.0,9.0,4.0,2.0,43.0,13.0,11.0,152100.0,52300.0,33400.0,2018,12
1236,11.0,1440.0,10.0,309.0,1440.0,981.0,9.0,104.0,985.0,7.0,3.0,4.0,7.0,8.0,2.0,3.0,29.0,15.0,5.0,0.0,0.0,0.0,0.0,21.0,11.0,9.0,7.0,6.0,2.0,31.0,21.0,10.0,128800.0,73900.0,32300.0,2018,12
1237,9.0,177.0,6.0,2.0,178.0,1554.0,15.0,280.0,1842.0,34.0,9.0,11.0,34.0,13.0,3.0,4.0,25.0,13.0,8.0,3.0,0.0,0.0,0.0,26.0,12.0,12.0,13.0,5.0,5.0,38.0,22.0,14.0,144900.0,70300.0,47700.0,2018,12
1238,11.0,1471.0,12.0,278.0,1472.0,1113.0,13.0,225.0,1125.0,140.0,8.0,41.0,141.0,15.0,3.0,3.0,28.0,9.0,4.0,5.0,0.0,0.0,0.0,32.0,9.0,6.0,16.0,2.0,4.0,46.0,16.0,8.0,154700.0,53500.0,24300.0,2018,12
1239,9.0,1228.0,13.0,140.0,1228.0,27.0,13.0,6.0,27.0,1337.0,7.0,319.0,1339.0,18.0,5.0,4.0,33.0,11.0,2.0,4.0,0.0,0.0,0.0,35.0,8.0,7.0,17.0,4.0,4.0,57.0,19.0,8.0,178300.0,56500.0,25100.0,2018,12
1240,11.0,1450.0,13.0,272.0,1452.0,1433.0,9.0,243.0,1435.0,29.0,11.0,8.0,29.0,12.0,2.0,4.0,37.0,7.0,11.0,3.0,0.0,0.0,0.0,33.0,8.0,10.0,14.0,3.0,1.0,55.0,13.0,16.0,183100.0,45800.0,64300.0,2018,12
1241,2.0,4.0,4.0,2.0,4.0,780.0,7.0,132.0,780.0,1467.0,5.0,280.0,1467.0,13.0,1.0,3.0,37.0,5.0,7.0,2.0,1.0,0.0,0.0,33.0,6.0,7.0,12.0,2.0,1.0,50.0,11.0,11.0,186800.0,49800.0,52100.0,2018,12
1242,6.0,7.0,6.0,5.0,7.0,8.0,4.0,2.0,8.0,1634.0,15.0,303.0,1813.0,14.0,10.0,3.0,29.0,6.0,7.0,0.0,0.0,0.0,0.0,30.0,7.0,10.0,12.0,2.0,4.0,39.0,7.0,13.0,154000.0,33200.0,52300.0,2018,12
1243,7.0,1407.0,6.0,259.0,1407.0,1440.0,10.0,309.0,1440.0,19.0,4.0,7.0,20.0,12.0,4.0,2.0,26.0,7.0,15.0,3.0,0.0,0.0,0.0,29.0,13.0,11.0,10.0,9.0,6.0,33.0,20.0,21.0,135300.0,61900.0,73900.0,2018,12
1244,12.0,196.0,10.0,8.0,198.0,177.0,6.0,2.0,178.0,981.0,9.0,104.0,985.0,9.0,4.0,2.0,21.0,10.0,13.0,10.0,0.0,0.0,0.0,24.0,12.0,12.0,10.0,5.0,5.0,36.0,19.0,22.0,132600.0,59600.0,70300.0,2018,12
1245,13.0,1555.0,9.0,293.0,1556.0,1471.0,12.0,278.0,1472.0,1554.0,15.0,280.0,1842.0,5.0,4.0,3.0,28.0,10.0,9.0,4.0,0.0,0.0,0.0,29.0,10.0,9.0,11.0,3.0,2.0,48.0,18.0,16.0,182800.0,56800.0,53500.0,2018,12
1246,19.0,32.0,14.0,14.0,32.0,1228.0,13.0,140.0,1228.0,1113.0,13.0,225.0,1125.0,6.0,5.0,3.0,41.0,10.0,11.0,4.0,0.0,0.0,0.0,36.0,11.0,8.0,11.0,6.0,4.0,58.0,18.0,19.0,230800.0,66700.0,56500.0,2018,12
1247,15.0,1616.0,24.0,448.0,1755.0,1450.0,13.0,272.0,1452.0,27.0,13.0,6.0,27.0,6.0,5.0,5.0,51.0,7.0,7.0,15.0,0.0,0.0,0.0,44.0,12.0,8.0,15.0,3.0,3.0,75.0,14.0,13.0,291800.0,63300.0,45800.0,2018,12
1248,8.0,905.0,11.0,165.0,907.0,4.0,4.0,2.0,4.0,1433.0,9.0,243.0,1435.0,8.0,2.0,2.0,56.0,2.0,5.0,9.0,0.0,1.0,0.0,45.0,7.0,6.0,15.0,3.0,2.0,79.0,7.0,11.0,292000.0,24000.0,49800.0,2018,12
1249,5.0,9.0,6.0,1.0,9.0,7.0,6.0,5.0,7.0,780.0,7.0,132.0,780.0,10.0,2.0,1.0,50.0,7.0,6.0,3.0,0.0,0.0,0.0,40.0,10.0,7.0,15.0,4.0,2.0,73.0,12.0,7.0,253500.0,48000.0,33200.0,2018,12
1250,25.0,1093.0,10.0,205.0,1097.0,1407.0,6.0,259.0,1407.0,8.0,4.0,2.0,8.0,9.0,1.0,10.0,39.0,5.0,7.0,2.0,0.0,0.0,0.0,32.0,7.0,13.0,10.0,3.0,9.0,46.0,17.0,20.0,154900.0,60600.0,61900.0,2018,12
1251,16.0,1558.0,21.0,424.0,1559.0,196.0,10.0,8.0,198.0,1440.0,10.0,309.0,1440.0,12.0,3.0,4.0,41.0,14.0,10.0,11.0,0.0,0.0,0.0,39.0,12.0,12.0,11.0,4.0,5.0,59.0,19.0,19.0,216000.0,74200.0,59600.0,2018,12
1252,23.0,1182.0,8.0,225.0,1183.0,1555.0,9.0,293.0,1556.0,177.0,6.0,2.0,178.0,11.0,2.0,4.0,47.0,15.0,10.0,2.0,0.0,0.0,0.0,40.0,17.0,10.0,10.0,4.0,3.0,65.0,22.0,18.0,231700.0,96000.0,56800.0,2018,12
1253,14.0,1579.0,11.0,270.0,1716.0,32.0,14.0,14.0,32.0,1471.0,12.0,278.0,1472.0,17.0,3.0,4.0,65.0,17.0,10.0,7.0,0.0,0.0,0.0,54.0,15.0,11.0,14.0,7.0,6.0,98.0,34.0,18.0,358100.0,121600.0,66700.0,2018,12
1254,9.0,8.0,5.0,3.0,8.0,1616.0,24.0,448.0,1755.0,1228.0,13.0,140.0,1228.0,20.0,5.0,5.0,73.0,10.0,7.0,2.0,0.0,0.0,0.0,46.0,13.0,12.0,14.0,4.0,3.0,85.0,23.0,14.0,323100.0,74400.0,63300.0,2018,12
1255,2.0,1518.0,17.0,248.0,1659.0,905.0,11.0,165.0,907.0,1450.0,13.0,272.0,1452.0,21.0,1.0,5.0,59.0,8.0,2.0,3.0,0.0,0.0,0.0,42.0,12.0,7.0,14.0,4.0,3.0,76.0,16.0,7.0,303900.0,57500.0,24000.0,2018,12
1256,2.0,4.0,3.0,2.0,4.0,9.0,6.0,1.0,9.0,4.0,4.0,2.0,4.0,16.0,6.0,2.0,43.0,4.0,7.0,1.0,0.0,0.0,0.0,23.0,7.0,10.0,9.0,2.0,4.0,39.0,7.0,12.0,164600.0,23000.0,48000.0,2018,12
1257,1.0,2.0,2.0,1.0,2.0,1093.0,10.0,205.0,1097.0,7.0,6.0,5.0,7.0,7.0,4.0,2.0,19.0,19.0,5.0,0.0,0.0,0.0,0.0,13.0,20.0,7.0,4.0,5.0,3.0,18.0,36.0,17.0,77900.0,135500.0,60600.0,2018,12
1258,1.0,5.0,4.0,3.0,5.0,1558.0,21.0,424.0,1559.0,1407.0,6.0,259.0,1407.0,3.0,7.0,1.0,7.0,16.0,14.0,0.0,0.0,0.0,0.0,5.0,13.0,12.0,1.0,3.0,4.0,6.0,22.0,19.0,26700.0,73200.0,74200.0,2018,12
1259,3.0,2.0,2.0,1.0,2.0,1182.0,8.0,225.0,1183.0,196.0,10.0,8.0,198.0,2.0,9.0,3.0,2.0,26.0,15.0,0.0,0.0,0.0,0.0,4.0,21.0,17.0,0.0,6.0,4.0,4.0,40.0,22.0,38100.0,149400.0,96000.0,2018,12
1260,3.0,1156.0,2.0,182.0,1156.0,1579.0,11.0,270.0,1716.0,1555.0,9.0,293.0,1556.0,3.0,5.0,2.0,4.0,12.0,17.0,0.0,0.0,0.0,1.0,4.0,12.0,15.0,0.0,5.0,7.0,5.0,23.0,34.0,33800.0,100500.0,121600.0,2018,12
1261,9.0,5.0,1.0,2.0,5.0,8.0,5.0,3.0,8.0,32.0,14.0,14.0,32.0,3.0,2.0,3.0,5.0,5.0,10.0,1.0,0.0,0.0,0.0,8.0,9.0,13.0,2.0,3.0,4.0,9.0,13.0,23.0,48000.0,54000.0,74400.0,2018,12
1262,2.0,1499.0,6.0,254.0,1500.0,1518.0,17.0,248.0,1659.0,1616.0,24.0,448.0,1755.0,4.0,0.0,5.0,17.0,0.0,8.0,2.0,0.0,0.0,0.0,17.0,2.0,12.0,4.0,1.0,4.0,24.0,3.0,16.0,74400.0,10100.0,57500.0,2018,12
1263,6.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,4.0,905.0,11.0,165.0,907.0,4.0,1.0,1.0,19.0,2.0,4.0,1.0,0.0,0.0,0.0,19.0,2.0,7.0,6.0,0.0,2.0,25.0,2.0,7.0,77200.0,13800.0,23000.0,2018,12
1264,2.0,32.0,6.0,10.0,32.0,2.0,2.0,1.0,2.0,9.0,6.0,1.0,9.0,6.0,1.0,6.0,23.0,0.0,19.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,7.0,0.0,5.0,29.0,1.0,36.0,88400.0,2800.0,135500.0,2018,12
1265,4.0,35.0,6.0,9.0,35.0,5.0,4.0,3.0,5.0,1093.0,10.0,205.0,1097.0,4.0,1.0,4.0,22.0,0.0,16.0,1.0,0.0,0.0,0.0,13.0,1.0,13.0,6.0,0.0,3.0,16.0,1.0,22.0,49900.0,21500.0,73200.0,2019,1
1266,9.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1558.0,21.0,424.0,1559.0,6.0,1.0,7.0,11.0,2.0,26.0,0.0,0.0,0.0,0.0,12.0,2.0,21.0,4.0,0.0,6.0,16.0,3.0,40.0,48200.0,9500.0,149400.0,2019,1
1267,10.0,22.0,7.0,5.0,22.0,1156.0,2.0,182.0,1156.0,1182.0,8.0,225.0,1183.0,6.0,2.0,9.0,19.0,3.0,12.0,5.0,0.0,0.0,0.0,16.0,5.0,12.0,7.0,2.0,5.0,25.0,5.0,23.0,74900.0,17000.0,100500.0,2019,1
1268,4.0,1402.0,8.0,282.0,1405.0,5.0,1.0,2.0,5.0,1579.0,11.0,270.0,1716.0,11.0,1.0,5.0,22.0,12.0,5.0,3.0,0.0,0.0,0.0,25.0,10.0,9.0,12.0,2.0,3.0,39.0,16.0,13.0,128600.0,47900.0,54000.0,2019,1
1269,5.0,5.0,5.0,3.0,6.0,1499.0,6.0,254.0,1500.0,8.0,5.0,3.0,8.0,10.0,3.0,2.0,22.0,2.0,0.0,3.0,0.0,0.0,0.0,28.0,4.0,2.0,15.0,2.0,1.0,42.0,4.0,3.0,138700.0,12300.0,10100.0,2019,1
1270,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,1518.0,17.0,248.0,1659.0,10.0,0.0,0.0,24.0,6.0,2.0,2.0,0.0,0.0,0.0,23.0,6.0,2.0,12.0,3.0,0.0,32.0,9.0,2.0,105900.0,28200.0,13800.0,2019,1
1271,5.0,32.0,9.0,12.0,32.0,32.0,6.0,10.0,32.0,4.0,3.0,2.0,4.0,7.0,3.0,1.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,1.0,8.0,1.0,0.0,20.0,3.0,1.0,68700.0,9400.0,2800.0,2019,1
1272,8.0,212.0,9.0,5.0,215.0,35.0,6.0,9.0,35.0,2.0,2.0,1.0,2.0,6.0,3.0,1.0,13.0,1.0,0.0,4.0,0.0,0.0,0.0,19.0,3.0,1.0,11.0,0.0,0.0,24.0,4.0,1.0,81600.0,10600.0,21500.0,2019,1
1273,7.0,1414.0,6.0,257.0,1414.0,2.0,1.0,1.0,2.0,5.0,4.0,3.0,5.0,8.0,5.0,1.0,17.0,10.0,2.0,2.0,0.0,0.0,0.0,25.0,10.0,2.0,12.0,6.0,0.0,29.0,18.0,3.0,100000.0,54900.0,9500.0,2019,1
1274,12.0,24.0,8.0,13.0,24.0,22.0,7.0,5.0,22.0,2.0,2.0,1.0,2.0,12.0,2.0,1.0,19.0,9.0,3.0,3.0,0.0,0.0,0.0,31.0,12.0,5.0,13.0,6.0,2.0,38.0,17.0,5.0,117195.0,63100.0,17000.0,2019,1
1275,6.0,1322.0,9.0,223.0,1323.0,1402.0,8.0,282.0,1405.0,1156.0,2.0,182.0,1156.0,20.0,3.0,2.0,23.0,2.0,12.0,3.0,0.0,0.0,0.0,35.0,6.0,10.0,12.0,3.0,2.0,46.0,7.0,16.0,138095.0,20700.0,47900.0,2019,1
1276,2.0,8.0,6.0,3.0,8.0,5.0,5.0,3.0,6.0,5.0,1.0,2.0,5.0,17.0,2.0,1.0,23.0,3.0,2.0,1.0,1.0,0.0,0.0,32.0,5.0,4.0,11.0,3.0,2.0,42.0,8.0,4.0,124295.0,22100.0,12300.0,2019,1
1277,5.0,5.0,3.0,0.0,5.0,4.0,4.0,2.0,4.0,1499.0,6.0,254.0,1500.0,11.0,1.0,3.0,19.0,2.0,6.0,4.0,0.0,0.0,0.0,27.0,5.0,6.0,11.0,2.0,3.0,34.0,5.0,9.0,107300.0,25900.0,28200.0,2019,1
1278,12.0,37.0,11.0,7.0,37.0,32.0,9.0,12.0,32.0,3.0,2.0,1.0,3.0,6.0,5.0,0.0,17.0,6.0,2.0,3.0,0.0,0.0,0.0,21.0,9.0,3.0,10.0,6.0,1.0,25.0,11.0,3.0,85600.0,33600.0,9400.0,2019,1
1279,13.0,939.0,12.0,130.0,988.0,212.0,9.0,5.0,215.0,32.0,6.0,10.0,32.0,10.0,6.0,3.0,24.0,6.0,1.0,0.0,0.0,0.0,0.0,22.0,11.0,3.0,12.0,4.0,0.0,35.0,13.0,4.0,123600.0,40500.0,10600.0,2019,1
1280,4.0,1530.0,13.0,282.0,1534.0,1414.0,6.0,257.0,1414.0,35.0,6.0,9.0,35.0,11.0,9.0,3.0,31.0,5.0,10.0,4.0,0.0,0.0,0.0,32.0,11.0,10.0,13.0,3.0,6.0,47.0,14.0,18.0,165900.0,43095.0,54900.0,2019,1
1281,7.0,35.0,12.0,11.0,35.0,24.0,8.0,13.0,24.0,2.0,1.0,1.0,2.0,9.0,2.0,5.0,34.0,6.0,9.0,1.0,0.0,0.0,0.0,32.0,13.0,12.0,13.0,5.0,6.0,45.0,19.0,17.0,159100.0,54500.0,63100.0,2019,1
1282,8.0,1351.0,11.0,262.0,1352.0,1322.0,9.0,223.0,1323.0,22.0,7.0,5.0,22.0,8.0,0.0,2.0,36.0,6.0,2.0,3.0,0.0,0.0,0.0,31.0,8.0,6.0,13.0,3.0,3.0,39.0,9.0,7.0,133000.0,26700.0,20700.0,2019,1
1283,0.0,15.0,10.0,6.0,16.0,8.0,6.0,3.0,8.0,1402.0,8.0,282.0,1405.0,11.0,4.0,3.0,29.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,6.0,5.0,10.0,3.0,3.0,31.0,6.0,8.0,109500.0,26100.0,22100.0,2019,1
1284,7.0,8.0,7.0,4.0,8.0,5.0,3.0,0.0,5.0,5.0,5.0,3.0,6.0,10.0,6.0,2.0,17.0,3.0,2.0,1.0,0.0,0.0,0.0,20.0,7.0,5.0,9.0,4.0,2.0,26.0,10.0,5.0,92900.0,32800.0,25900.0,2019,1
1285,12.0,38.0,9.0,18.0,38.0,37.0,11.0,7.0,37.0,4.0,4.0,2.0,4.0,13.0,1.0,1.0,15.0,13.0,6.0,3.0,0.0,0.0,0.0,23.0,9.0,9.0,10.0,5.0,6.0,27.0,19.0,11.0,98800.0,64700.0,33600.0,2019,1
