,users,users_received_1,campaign_type_1,opened_1,camp_volume_1,users_received_8,campaign_type_8,opened_8,camp_volume_8,users_received_16,campaign_type_16,opened_16,camp_volume_16,disc1_pre_3days,disc1_pre_6day,disc1_pre_14dat,disc2_pre_4days,disc2_pre_7day,disc2_pre_14day,disc3_pre_1day,disc4_pre_2day,disc5_pre_1day,disc5_pre_13day,products_pre_3days,products_pre_7day,products_pre_14day,new_users_pre_3days,new_users_pre_7day,new_users_pre_14day,volume_pre_3days,volume_pre_7day,volume_pre_14day,full_revenue_pre_3days,full_revenue_pre_7day,full_revenue_pre_14day,year,month
660,1.0,4.0,4.0,3.0,4.0,682.0,3.0,149.0,682.0,241.0,2.0,32.0,241.0,6.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,3.0,3.0,1.0,1.0,14.0,2.0,3.0,44200.0,4000.0,7600.0,2017,4
661,5.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,1.0,3.0,4.0,0.0,10.0,6.0,1.0,33100.0,15400.0,2400.0,2017,4
662,2.0,277.0,4.0,86.0,277.0,4.0,3.0,2.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,3.0,4.0,4.0,3.0,0.0,12.0,4.0,5.0,33800.0,10400.0,12900.0,2017,5
663,0.0,2.0,2.0,0.0,2.0,14.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,12.0,4.0,3.0,5.0,2.0,0.0,13.0,5.0,4.0,37500.0,17600.0,10200.0,2017,5
664,3.0,97.0,4.0,26.0,97.0,702.0,7.0,193.0,702.0,1.0,1.0,1.0,1.0,7.0,3.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,12.0,4.0,6.0,7.0,1.0,1.0,14.0,6.0,10.0,42400.0,16200.0,29500.0,2017,5
665,3.0,185.0,5.0,57.0,185.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,11.0,4.0,3.0,9.0,1.0,3.0,14.0,5.0,4.0,42000.0,19700.0,10000.0,2017,5
666,1.0,445.0,4.0,121.0,445.0,704.0,5.0,147.0,704.0,708.0,3.0,177.0,708.0,6.0,0.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,10.0,3.0,3.0,9.0,1.0,2.0,16.0,3.0,6.0,50200.0,8300.0,15800.0,2017,5
667,2.0,5.0,2.0,1.0,5.0,4.0,4.0,3.0,4.0,51.0,2.0,18.0,51.0,6.0,4.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,8.0,1.0,1.0,19.0,2.0,2.0,58600.0,5100.0,4000.0,2017,5
668,3.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,682.0,3.0,149.0,682.0,5.0,1.0,4.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,10.0,6.0,4.0,6.0,2.0,4.0,16.0,7.0,6.0,51100.0,20400.0,15400.0,2017,5
669,3.0,730.0,4.0,173.0,730.0,277.0,4.0,86.0,277.0,4.0,2.0,3.0,4.0,4.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,4.0,3.0,5.0,2.0,3.0,15.0,4.0,4.0,49300.0,12000.0,10400.0,2017,5
670,3.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,4.0,5.0,3.0,2.0,17.0,3.0,5.0,53900.0,10000.0,17600.0,2017,5
671,3.0,720.0,4.0,175.0,720.0,97.0,4.0,26.0,97.0,14.0,4.0,3.0,14.0,5.0,1.0,2.0,10.0,1.0,4.0,3.0,0.0,0.0,0.0,12.0,5.0,4.0,7.0,4.0,1.0,20.0,7.0,6.0,61800.0,20000.0,16200.0,2017,5
672,4.0,3.0,2.0,3.0,3.0,185.0,5.0,57.0,185.0,702.0,7.0,193.0,702.0,7.0,2.0,3.0,14.0,2.0,2.0,3.0,0.0,0.0,0.0,16.0,3.0,4.0,10.0,2.0,1.0,24.0,6.0,5.0,79300.0,20200.0,19700.0,2017,5
673,3.0,728.0,7.0,178.0,728.0,445.0,4.0,121.0,445.0,3.0,2.0,2.0,3.0,6.0,2.0,1.0,13.0,3.0,1.0,1.0,0.0,0.0,0.0,16.0,3.0,3.0,9.0,2.0,1.0,22.0,6.0,3.0,72700.0,18400.0,8300.0,2017,5
674,1.0,5.0,5.0,6.0,6.0,5.0,2.0,1.0,5.0,704.0,5.0,147.0,704.0,5.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0,2.0,5.0,2.0,1.0,18.0,4.0,2.0,61800.0,12500.0,5100.0,2017,5
675,5.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,3.0,6.0,3.0,1.0,2.0,12.0,5.0,7.0,35300.0,18400.0,20400.0,2017,5
676,6.0,23.0,3.0,16.0,23.0,730.0,4.0,173.0,730.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,11.0,4.0,4.0,3.0,2.0,2.0,12.0,8.0,4.0,37500.0,23000.0,12000.0,2017,5
677,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,277.0,4.0,86.0,277.0,9.0,2.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,5.0,2.0,5.0,4.0,3.0,18.0,7.0,3.0,55100.0,20400.0,10000.0,2017,5
678,0.0,741.0,5.0,188.0,741.0,720.0,4.0,175.0,720.0,2.0,2.0,0.0,2.0,8.0,2.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,5.0,5.0,4.0,4.0,19.0,9.0,7.0,58200.0,35900.0,20000.0,2017,5
679,3.0,16.0,9.0,7.0,16.0,3.0,2.0,3.0,3.0,97.0,4.0,26.0,97.0,7.0,1.0,1.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,4.0,3.0,7.0,1.0,2.0,17.0,6.0,6.0,53100.0,16400.0,20200.0,2017,5
680,4.0,726.0,5.0,160.0,726.0,728.0,7.0,178.0,728.0,185.0,5.0,57.0,185.0,3.0,2.0,2.0,11.0,2.0,3.0,2.0,0.0,0.0,0.0,13.0,3.0,3.0,7.0,0.0,2.0,13.0,3.0,6.0,39900.0,9500.0,18400.0,2017,5
681,1.0,6.0,5.0,3.0,6.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,5.0,6.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,4.0,6.0,2.0,2.0,14.0,3.0,4.0,43300.0,9400.0,12500.0,2017,5
682,2.0,19.0,5.0,10.0,19.0,23.0,3.0,16.0,23.0,5.0,4.0,2.0,5.0,5.0,5.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0,5.0,3.0,3.0,1.0,1.0,11.0,6.0,5.0,31800.0,18600.0,18400.0,2017,5
683,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,730.0,4.0,173.0,730.0,7.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,3.0,2.0,2.0,10.0,9.0,8.0,29300.0,27100.0,23000.0,2017,5
684,4.0,741.0,3.0,165.0,741.0,741.0,5.0,188.0,741.0,4.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,9.0,4.0,5.0,6.0,2.0,4.0,10.0,4.0,7.0,32200.0,12500.0,20400.0,2017,5
685,6.0,21.0,7.0,10.0,21.0,16.0,9.0,7.0,16.0,720.0,4.0,175.0,720.0,9.0,1.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,13.0,4.0,7.0,7.0,3.0,4.0,15.0,4.0,9.0,46000.0,13500.0,35900.0,2017,5
686,3.0,725.0,4.0,155.0,725.0,726.0,5.0,160.0,726.0,3.0,2.0,3.0,3.0,10.0,4.0,2.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,14.0,5.0,4.0,6.0,2.0,1.0,19.0,5.0,6.0,55300.0,13900.0,16400.0,2017,5
687,2.0,7.0,5.0,3.0,7.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,6.0,11.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,3.0,2.0,1.0,0.0,18.0,5.0,3.0,50100.0,15900.0,9500.0,2017,5
688,3.0,264.0,6.0,70.0,264.0,19.0,5.0,10.0,19.0,2.0,2.0,1.0,2.0,8.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,1.0,0.0,2.0,14.0,1.0,3.0,41300.0,2000.0,9400.0,2017,5
689,3.0,5.0,4.0,3.0,5.0,2.0,2.0,1.0,2.0,23.0,3.0,16.0,23.0,8.0,2.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,9.0,4.0,5.0,2.0,2.0,1.0,11.0,4.0,6.0,36500.0,11400.0,18600.0,2017,5
690,2.0,743.0,6.0,121.0,743.0,741.0,3.0,165.0,741.0,3.0,2.0,2.0,3.0,8.0,4.0,5.0,10.0,2.0,3.0,4.0,0.0,0.0,0.0,14.0,4.0,5.0,6.0,4.0,2.0,22.0,5.0,9.0,69200.0,18800.0,27100.0,2017,5
691,3.0,16.0,9.0,6.0,16.0,21.0,7.0,10.0,21.0,741.0,5.0,188.0,741.0,9.0,4.0,1.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,5.0,4.0,8.0,1.0,2.0,24.0,6.0,4.0,80700.0,15800.0,12500.0,2017,6
692,3.0,731.0,1.0,130.0,731.0,725.0,4.0,155.0,725.0,16.0,9.0,7.0,16.0,6.0,3.0,1.0,12.0,3.0,3.0,2.0,0.0,0.0,0.0,18.0,5.0,4.0,8.0,1.0,3.0,24.0,8.0,4.0,78900.0,20700.0,13500.0,2017,6
693,1.0,9.0,6.0,6.0,9.0,4.0,4.0,2.0,4.0,726.0,5.0,160.0,726.0,6.0,1.0,1.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0,13.0,4.0,5.0,5.0,0.0,2.0,13.0,4.0,5.0,46500.0,13600.0,13900.0,2017,6
694,2.0,3.0,2.0,2.0,3.0,7.0,5.0,3.0,7.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,2.0,4.0,4.0,0.0,1.0,12.0,2.0,5.0,36000.0,7000.0,15900.0,2017,6
695,2.0,18.0,7.0,9.0,18.0,264.0,6.0,70.0,264.0,6.0,5.0,3.0,6.0,4.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,3.0,1.0,3.0,2.0,0.0,11.0,5.0,1.0,34900.0,15900.0,2000.0,2017,6
696,2.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,19.0,5.0,10.0,19.0,3.0,2.0,3.0,4.0,8.0,1.0,3.0,0.0,0.0,0.0,12.0,9.0,4.0,5.0,4.0,2.0,14.0,15.0,4.0,40000.0,46300.0,11400.0,2017,6
697,5.0,750.0,5.0,152.0,751.0,743.0,6.0,121.0,743.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,14.0,4.0,4.0,7.0,2.0,4.0,17.0,4.0,5.0,53900.0,18500.0,18800.0,2017,6
698,4.0,22.0,9.0,9.0,22.0,16.0,9.0,6.0,16.0,741.0,3.0,165.0,741.0,6.0,3.0,4.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,5.0,5.0,10.0,2.0,1.0,22.0,5.0,6.0,67800.0,14100.0,15800.0,2017,6
699,2.0,745.0,7.0,160.0,745.0,731.0,1.0,130.0,731.0,21.0,7.0,10.0,21.0,6.0,0.0,4.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,15.0,4.0,5.0,8.0,1.0,1.0,21.0,4.0,8.0,67700.0,13900.0,20700.0,2017,6
700,1.0,6.0,4.0,3.0,6.0,9.0,6.0,6.0,9.0,725.0,4.0,155.0,725.0,6.0,1.0,3.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,4.0,7.0,1.0,0.0,19.0,3.0,4.0,56800.0,8000.0,13600.0,2017,6
701,2.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,3.0,1.0,0.0,11.0,4.0,2.0,31900.0,13000.0,7000.0,2017,6
702,4.0,715.0,6.0,187.0,715.0,18.0,7.0,9.0,18.0,7.0,5.0,3.0,7.0,4.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,3.0,2.0,7.0,7.0,5.0,18000.0,19000.0,15900.0,2017,6
703,4.0,78.0,6.0,3.0,78.0,3.0,3.0,2.0,3.0,264.0,6.0,70.0,264.0,7.0,2.0,3.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,7.0,4.0,9.0,2.0,3.0,4.0,9.0,6.0,15.0,23400.0,21900.0,46300.0,2017,6
704,2.0,775.0,6.0,164.0,778.0,750.0,5.0,152.0,751.0,5.0,4.0,3.0,5.0,11.0,2.0,2.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,10.0,6.0,4.0,3.0,4.0,2.0,13.0,9.0,4.0,39400.0,26900.0,18500.0,2017,6
705,3.0,14.0,8.0,4.0,14.0,22.0,9.0,9.0,22.0,743.0,6.0,121.0,743.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,11.0,5.0,5.0,4.0,1.0,2.0,14.0,6.0,5.0,42400.0,18900.0,14100.0,2017,6
706,2.0,757.0,8.0,143.0,758.0,745.0,7.0,160.0,745.0,16.0,9.0,6.0,16.0,5.0,0.0,3.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,4.0,5.0,2.0,1.0,15.0,4.0,4.0,46800.0,11000.0,13900.0,2017,6
707,1.0,2.0,2.0,1.0,2.0,6.0,4.0,3.0,6.0,731.0,1.0,130.0,731.0,1.0,2.0,0.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,2.0,6.0,0.0,1.0,16.0,1.0,3.0,51700.0,2000.0,8000.0,2017,6
708,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,9.0,6.0,6.0,9.0,1.0,5.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,4.0,6.0,0.0,1.0,15.0,2.0,4.0,50600.0,5000.0,13000.0,2017,6
709,1.0,365.0,10.0,90.0,365.0,715.0,6.0,187.0,715.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,4.0,2.0,3.0,11.0,6.0,7.0,63600.0,16400.0,19000.0,2017,6
710,7.0,4.0,3.0,3.0,4.0,78.0,6.0,3.0,78.0,18.0,7.0,9.0,18.0,3.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,4.0,1.0,3.0,9.0,5.0,6.0,53600.0,18000.0,21900.0,2017,6
711,3.0,787.0,6.0,149.0,789.0,775.0,6.0,164.0,778.0,3.0,3.0,2.0,3.0,4.0,0.0,2.0,12.0,1.0,5.0,3.0,0.0,0.0,0.0,14.0,3.0,6.0,7.0,1.0,4.0,19.0,3.0,9.0,81600.0,8000.0,26900.0,2017,6
712,1.0,6.0,5.0,4.0,6.0,14.0,8.0,4.0,14.0,750.0,5.0,152.0,751.0,5.0,0.0,2.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,13.0,4.0,5.0,7.0,3.0,1.0,20.0,7.0,6.0,57000.0,20800.0,18900.0,2017,6
713,1.0,786.0,4.0,147.0,786.0,757.0,8.0,143.0,758.0,22.0,9.0,9.0,22.0,5.0,1.0,2.0,14.0,4.0,2.0,1.0,0.0,0.0,0.0,13.0,4.0,3.0,8.0,2.0,2.0,20.0,6.0,4.0,57300.0,22900.0,11000.0,2017,6
714,2.0,6.0,4.0,2.0,6.0,2.0,2.0,1.0,2.0,745.0,7.0,160.0,745.0,3.0,1.0,0.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,2.0,1.0,6.0,1.0,0.0,11.0,2.0,1.0,31000.0,6900.0,2000.0,2017,6
715,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,1.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,6.0,1.0,0.0,10.0,3.0,2.0,31400.0,33800.0,5000.0,2017,6
716,8.0,109.0,10.0,21.0,109.0,365.0,10.0,90.0,365.0,4.0,3.0,1.0,4.0,1.0,2.0,5.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,3.0,2.0,2.0,10.0,4.0,6.0,27000.0,12900.0,16400.0,2017,6
717,5.0,6.0,3.0,6.0,6.0,4.0,3.0,3.0,4.0,715.0,6.0,187.0,715.0,5.0,2.0,4.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,10.0,8.0,4.0,2.0,4.0,1.0,16.0,12.0,5.0,41200.0,34900.0,18000.0,2017,6
718,4.0,694.0,6.0,135.0,695.0,787.0,6.0,149.0,789.0,78.0,6.0,3.0,78.0,9.0,1.0,1.0,9.0,2.0,1.0,4.0,0.0,0.0,0.0,15.0,2.0,3.0,5.0,1.0,1.0,22.0,4.0,3.0,58200.0,9200.0,8000.0,2017,6
719,4.0,32.0,8.0,12.0,32.0,6.0,5.0,4.0,6.0,775.0,6.0,164.0,778.0,9.0,0.0,0.0,8.0,2.0,4.0,2.0,0.0,0.0,0.0,17.0,3.0,4.0,6.0,3.0,3.0,23.0,4.0,7.0,63700.0,13200.0,20800.0,2017,6
720,2.0,297.0,5.0,102.0,297.0,6.0,4.0,2.0,6.0,757.0,8.0,143.0,758.0,6.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,5.0,2.0,2.0,18.0,3.0,6.0,54200.0,8600.0,22900.0,2017,7
721,1.0,7.0,5.0,2.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,1.0,1.0,1.0,11.0,3.0,2.0,34200.0,9600.0,6900.0,2017,7
722,6.0,38.0,3.0,16.0,38.0,109.0,10.0,21.0,109.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,7.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,2.0,3.0,1.0,0.0,1.0,10.0,4.0,3.0,32500.0,8800.0,33800.0,2017,7
723,3.0,7.0,5.0,5.0,7.0,6.0,3.0,6.0,6.0,365.0,10.0,90.0,365.0,3.0,4.0,1.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,10.0,5.0,3.0,3.0,1.0,2.0,14.0,9.0,4.0,43000.0,22800.0,12900.0,2017,7
724,4.0,803.0,8.0,141.0,805.0,694.0,6.0,135.0,695.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,11.0,8.0,8.0,4.0,4.0,4.0,16.0,9.0,12.0,46700.0,26600.0,34900.0,2017,7
725,2.0,40.0,9.0,10.0,40.0,32.0,8.0,12.0,32.0,787.0,6.0,149.0,789.0,7.0,1.0,2.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,4.0,2.0,5.0,1.0,1.0,18.0,5.0,4.0,52500.0,14300.0,9200.0,2017,7
726,3.0,778.0,9.0,144.0,779.0,767.0,7.0,122.0,767.0,6.0,5.0,4.0,6.0,5.0,0.0,1.0,13.0,3.0,2.0,3.0,0.0,0.0,0.0,13.0,4.0,3.0,6.0,0.0,3.0,18.0,4.0,4.0,54200.0,13300.0,13200.0,2017,7
727,1.0,4.0,3.0,3.0,4.0,297.0,5.0,102.0,297.0,786.0,4.0,147.0,786.0,6.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,2.0,2.0,7.0,0.0,2.0,20.0,2.0,3.0,58300.0,6600.0,8600.0,2017,7
728,3.0,5.0,4.0,2.0,5.0,7.0,5.0,2.0,7.0,6.0,4.0,2.0,6.0,4.0,3.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,2.0,3.0,7.0,1.0,1.0,17.0,4.0,3.0,49200.0,12600.0,9600.0,2017,7
729,1.0,751.0,7.0,183.0,751.0,38.0,3.0,16.0,38.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,6.0,2.0,4.0,2.0,0.0,12.0,8.0,4.0,31900.0,23800.0,8800.0,2017,7
730,2.0,5.0,5.0,3.0,5.0,7.0,5.0,5.0,7.0,109.0,10.0,21.0,109.0,2.0,3.0,4.0,12.0,3.0,3.0,2.0,0.0,0.0,0.0,11.0,3.0,5.0,7.0,1.0,1.0,13.0,4.0,9.0,40700.0,10300.0,22800.0,2017,7
731,2.0,837.0,5.0,170.0,838.0,803.0,8.0,141.0,805.0,6.0,3.0,6.0,6.0,2.0,1.0,4.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,13.0,4.0,8.0,7.0,2.0,4.0,15.0,6.0,9.0,47800.0,18400.0,26600.0,2017,7
732,2.0,19.0,7.0,10.0,19.0,40.0,9.0,10.0,40.0,694.0,6.0,135.0,695.0,2.0,2.0,1.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,14.0,6.0,4.0,9.0,3.0,1.0,16.0,8.0,5.0,52700.0,25500.0,14300.0,2017,7
733,8.0,810.0,8.0,139.0,811.0,778.0,9.0,144.0,779.0,32.0,8.0,12.0,32.0,2.0,1.0,1.0,13.0,3.0,3.0,3.0,0.0,0.0,0.0,14.0,4.0,4.0,7.0,2.0,0.0,16.0,6.0,4.0,48400.0,14400.0,13300.0,2017,7
734,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,767.0,7.0,122.0,767.0,8.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,6.0,2.0,0.0,20.0,3.0,2.0,75300.0,9300.0,6600.0,2017,7
735,4.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,5.0,297.0,5.0,102.0,297.0,8.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,17.0,3.0,2.0,6.0,0.0,1.0,24.0,3.0,4.0,84000.0,8200.0,12600.0,2017,7
736,1.0,294.0,4.0,67.0,294.0,751.0,7.0,183.0,751.0,7.0,5.0,2.0,7.0,11.0,1.0,3.0,8.0,5.0,3.0,1.0,5.0,0.0,0.0,17.0,6.0,6.0,4.0,5.0,2.0,23.0,7.0,8.0,85100.0,23200.0,23800.0,2017,7
737,2.0,9.0,6.0,6.0,9.0,5.0,5.0,3.0,5.0,38.0,3.0,16.0,38.0,6.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,3.0,4.0,2.0,1.0,16.0,5.0,4.0,59100.0,16400.0,10300.0,2017,7
738,0.0,829.0,8.0,112.0,829.0,837.0,5.0,170.0,838.0,7.0,5.0,5.0,7.0,6.0,0.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,4.0,2.0,2.0,12.0,4.0,6.0,51100.0,13100.0,18400.0,2017,7
739,2.0,15.0,6.0,7.0,15.0,19.0,7.0,10.0,19.0,803.0,8.0,141.0,805.0,5.0,7.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,9.0,6.0,6.0,7.0,3.0,3.0,10.0,7.0,8.0,40500.0,18900.0,25500.0,2017,7
740,1.0,831.0,9.0,154.0,831.0,810.0,8.0,139.0,811.0,40.0,9.0,10.0,40.0,4.0,1.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,7.0,1.0,2.0,11.0,9.0,6.0,31600.0,43300.0,14400.0,2017,7
741,1.0,9.0,5.0,5.0,9.0,4.0,4.0,3.0,4.0,778.0,9.0,144.0,779.0,3.0,3.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,2.0,2.0,8.0,8.0,3.0,20800.0,21800.0,9300.0,2017,7
742,1.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,1.0,1.0,0.0,5.0,6.0,3.0,13600.0,20000.0,8200.0,2017,7
743,2.0,11.0,5.0,3.0,11.0,294.0,4.0,67.0,294.0,5.0,4.0,2.0,5.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,5.0,4.0,2.0,7.0,12800.0,17300.0,23200.0,2017,7
744,4.0,30.0,3.0,12.0,30.0,9.0,6.0,6.0,9.0,751.0,7.0,183.0,751.0,3.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,2.0,2.0,6.0,4.0,5.0,23900.0,13800.0,16400.0,2017,7
745,4.0,819.0,8.0,185.0,819.0,829.0,8.0,112.0,829.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,10.0,3.0,4.0,2.0,4.0,2.0,11.0,4.0,4.0,38400.0,9400.0,13100.0,2017,7
746,9.0,7.0,6.0,0.0,7.0,15.0,6.0,7.0,15.0,837.0,5.0,170.0,838.0,3.0,0.0,0.0,9.0,2.0,4.0,2.0,0.0,0.0,0.0,14.0,2.0,6.0,5.0,1.0,3.0,16.0,3.0,7.0,53000.0,8400.0,18900.0,2017,7
747,4.0,690.0,7.0,143.0,692.0,831.0,9.0,154.0,831.0,19.0,7.0,10.0,19.0,5.0,0.0,7.0,10.0,1.0,2.0,5.0,0.0,0.0,0.0,20.0,1.0,7.0,8.0,0.0,1.0,26.0,1.0,9.0,74500.0,3000.0,43300.0,2017,7
748,1.0,6.0,5.0,4.0,6.0,9.0,5.0,5.0,9.0,810.0,8.0,139.0,811.0,8.0,0.0,1.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,19.0,1.0,4.0,9.0,0.0,2.0,27.0,1.0,8.0,76800.0,2200.0,21800.0,2017,7
749,2.0,92.0,4.0,6.0,92.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,8.0,3.0,3.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,6.0,6.0,0.0,1.0,21.0,2.0,6.0,58200.0,7600.0,20000.0,2017,7
750,4.0,14.0,7.0,6.0,14.0,11.0,5.0,3.0,11.0,2.0,1.0,2.0,2.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,0.0,1.0,10.0,3.0,2.0,28600.0,14100.0,17300.0,2017,7
